Artikelname;EAN;SKU;Brand;MwSt;EK netto;empfl. VK brutto;Inhalt;Beschreibung;Anwendung;INCI
IMAGE MD® system kit;819984017221;MDEU-222;IMAGE Skincare;19;118,00 €;236,00 €;1 Box;Die Wissenschaft gesunder Haut: Um die verschiedenen Anzeichen der Hautalterung bekämpfen zu können, ist eine ausgeglichene und effektive Hautpflege essentiell. Mit bahnbrechenden Inhaltsstoffen und Transportsystemen, sowie den neuesten Innovationen der Hautpflegeindustrie setzte IMAGE Skincare mit der IMAGE MD Serie Maßstäbe in der Industrie. System-Kit zur Behandlung von reifer Haut, Pigmentierungen, Falten und feiner Linien. Enthalten sind 4 Original Produkte: IMAGE MD restoring facial cleanser (118 ml), IMAGE MD restoring youth serum (30 ml), IMAGE MD restoring youth repair crème (30 ml), IMAGE MD restoring daily defense moisturizer SPF50 (57 g);"Eine großzügige Menge des IMAGE MD® restoring facial cleansers mit angefeuchteten Händen auf das Gesicht auftragen und 30 Sekunden einmassieren. Mit lauwarmem
Wasser abnehmen und bei Bedarf wiederholen. Für optimale Resultate ist die Anwendung morgens und abends empfohlen.
Für maximale Resultate das IMAGE MD® restoring youth serum morgens und abends auf die gereinigte Haut auftragen.
Abends die IMAGE MD® restoring youth repair crème direkt auf die gereinigte Haut auftragen.
Morgens als täglichen Feuchtigkeitsspender und Schutz vor den schädlichen Auswirkungen der Sonne den IMAGE MD® restoring daily defense moisturizer SPF50 auf die gereinigte Haut auftragen.
Bei starker Sonnenexposition oder je nach Bedarf, Anwendung alle zwei Stunden wiederholen.";"IMAGE MD® restoring facial cleanser: Aqua/Water/Eau, Sodium Lauroyl Methyl Isethionate, Glycerin, Peg-18 Glyceryl Oleate/Cocoate, Peg-120 Methyl Glucose Dioleate, Cocamidopropyl Hydroxysultaine, Cocamidopropyl
Betaine, Phenoxyethanol, Citrus Sinensis Peel Oil Expressed, Limonene, Disodium Lauryl Sulfosuccinate, Panthenol, Trisodium Ethylenediamine Disuccinate, Caprylyl/Capryl Glucoside,
Lauryl Glucoside, Menthol, Sodium Benzoate, Ethylhexylglycerin, Saccharum Officinarum (Sugarcane) Extract, Aloe Barbadensis Leaf Juice, Lactic Acid, Glycolic Acid, Tocopheryl
Acetate, Salicylic Acid, Camellia Sinensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Rosmarinus
Officinalis (Rosemary) Leaf Extract, Tocopherol, Citric Acid, Potassium Sorbate.

IMAGE MD® restoring youth serum: Water/Aqua/Eau, Glycerin, Tetrahexyldecyl Ascorbate, Cetearyl Olivate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Sorbitan Olivate, Imperata Cylindrica Root Extract,
Dimethicone, Phenoxyethanol, Yeast Extract, Di-Ppg-2 Myreth-10 Adipate, Butylene Glycol, Cetyl Alcohol, Citrus Sinensis (Orange) Peel Oil Expressed, Ethylhexyl Methoxycinnamate,
Glyceryl Stearate, Peg-100 Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Stearic Acid, Limonene, Panthenol, Sodium Ascorbyl Phosphate, Xanthan Gum, Glycine Soja
(Soybean) Sterols, Linoleic Acid, Phospholipids, Ethylhexylglycerin, Peg-8, Aloe Barbadensis Leaf Extract, Magnesium Ascorbyl Phosphate, Phyllanthus Emblica Fruit Extract, Ppg-12/
Smdi Copolymer, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Malus Domestica Fruit Cell Culture Extract, Leuconostoc/Radish Root Ferment Filtrate, Carbomer, Potassium Sorbate,
Dipotassium Glycyrrhizate, Magnesium Aluminum Silicate, Tocopheryl Acetate, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Hydrolyzed Soy Protein, Palmitoyl Tripeptide-5, Soy
Amino Acids, Centella Asiatica Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Benzoate, Olea Europaea (Olive) Leaf Extract, Sodium Hyaluronate, Sodium Lactate, Echinacea
Purpurea Extract, Camellia Sinensis Leaf Extract, Lecithin, Polysorbate 20, Glycolic Acid, Vitis Vinifera (Grape) Seed Extract, Hydrolyzed Rice Protein, Linalool, Corallina Officinalis
Extract, Spiraea Ulmaria Flower Extract, Acetyl Hexapeptide-8, Bht, Palmitoyl Tripeptide-1, Darutoside, Palmitoyl Tetrapeptide-7, Benzyl Alcohol.

IMAGE MD® restoring youth repair crème: Aqua/Water/Eau, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Dimethicone, C12-15 Alkyl Benzoate, Tetrahexyldecyl Ascorbate, Glyceryl Stearate, Peg-100 Stearate, Glycolic
Acid, Phenoxyethanol, Butylene Glycol, Cetyl Alcohol, Stearic Acid, Ceteareth-20, Limonene, Yeast Extract, Ppg-12/Smdi Copolymer, Citrus Sinensis Peel Oil Expressed, Retinol, Stearyl
Alcohol, Magnesium Aluminum Silicate, Peg-20, Polysorbate 60, Polysorbate 20, Dipotassium Glycyrrhizate, Glycine Soja (Soybean) Sterols, Linoleic Acid, Phospholipids, Kojic Acid,
Sucrose Tristearate, Citrus Nobilis (Mandarin Orange) Oil, Xanthan Gum, Ethylhexylglycerin, Tocopheryl Acetate, Bht, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Hydrolyzed
Soy Protein, Palmitoyl Tripeptide-5, Potassium Sorbate, Soy Amino Acids, Rumex Occidentalis Extract, Sodium Benzoate, Sodium Hyaluronate, Bha, Citric Acid, Tocopherol, Camellia
Sinensis Leaf Extract, Linalool, Citral.

IMAGE MD® restoring daily defense moisturizer SPF50: Cyclopentasiloxane, Aqua/Water/Eau, Zinc Oxide [Nano], C12-15 Alkyl Benzoate, Titanium Dioxide [Nano], Dimethicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Glycerin,
Aluminum Hydroxide, Stearic Acid, Dimethicone/Peg-10/15 Crosspolymer, Helianthus Annuus (Sunflower) Seed Oil, Sodium Chloride, Peg/Ppg-18/18 Dimethicone, Dimethicone/
Polyglycerin-3 Crosspolymer, Polyglyceryl-4 Isostearate, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Phenoxyethanol, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl
Dimethicone, Limonene, Butylene Glycol, Citrus Aurantium Dulcis (Orange) Peel Oil, Dimethicone/Vinyl Dimethicone Crosspolymer, Cetearyl Olivate, Cyclohexasiloxane, Caprylyl Glycol,
Ethylhexyl Palmitate, Sorbitan Olivate, Bis(Cyano Butylacetate) Anthracenediylidene, Peg-8, Ethylhexylglycerin, Hexylene Glycol, Tocopheryl Acetate, Citrus Nobilis (Mandarin Orange)
Peel Oil, Tocopherol, Isomalt, Dipropylene Glycol, Benzoic Acid, Hydrolyzed Vegetable Protein, Adenosine Triphosphate, Sodium Chondroitin Sulfate, Propylene Glycol, Alcohol, Sodium
Citrate, Ascorbyl Palmitate, Vanilla Planifolia Fruit Extract, Silica Dimethyl Silylate, Lecithin, Ectoin, Pentylene Glycol, Ascorbic Acid, Pvp,Citric Acid, Caesalpinia Spinosa Fruit Pod Extract,
Polygonum Aviculare Extract, Disodium Edta, Sodium Lactate, Carbomer, Barosma Betulina Leaf Oil, Sodium Benzoate, Sodium Hyaluronate, Polysorbate 20, Potassium Sorbate, Vitis
Vinifera (Grape) Fruit Cell Extract, Helianthus Annuus (Sunflower) Sprout Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Palmitoyl Tripeptide-1, Cyclotetrapeptide-24
Aminocyclohexane Carboxylate, Sodium Ferrocyanide Decahydrate, Palmitoyl Tetrapeptide-7."
IMAGE MD® restoring lip enhancer SPF15;819984016880;MDEU-220;IMAGE Skincare;19;18,00 €;36,00 €;15 ml;"Stark feuchtigkeitsspendender Polypeptidkomplex zur sichtbaren Verbesserung des Lippenvolumens,
Reduktion der Anzeichen feiner Linien und vorübergehenden Minimierung von Entzündungen nach Lippeninjektionen.
SPF 15 bietet verstärkten Schutz.";"Nach kosmetischen Behandlungen morgens und abends oder je nach Bedarf auf die Lippen auftragen.
Bei starker Sonnenexposition oder je nach Bedarf, Anwendung alle zwei Stunden wiederholen.";"Hydrogenated Polyisobutene, Ethylene/Propylene/Styrenecopolymerhomosalate, Ethylhexyl Salicylate, Octocrylene, Butylmethoxydibenzoylmethane, Pentaerythrityltetraisostearate,
Ethylhexyl Palmitate, Ppg-12/Smdicopolymer,Butylene/Ethylene/Styrenecopolymer, Aroma, Limonene, Tribehenin, Phenyl Trimethicone, Sorbitanisostearate, Silica Dimethyl Silylate,
Pentaerythrityltetra-Di-T-Butylhydroxyhydrocinnamate, Butyleneglycol, Pentylene Glycol, Lactic Acid,Linalool, Sodium Chondroitin Sulfate,Citral, Atelocollagen, Palmitoyltripeptide-1,
Persea Gratissima Oildiisopropyl Dimer Dilinoleate, Tocopherylacetate, Tocopherol, Oryzanol, Ubiquinone."
IMAGE MD® restoring brightening crème;819984013445;MD-209;IMAGE Skincare;19;49,00 €;98,00 €;50 ml;"Hydroquinonfreie Aufhellungscrème mit Sheabutter und Lakritzextrakt zur Verbesserung des Teints.
Reduziert die Anzeichen dunkler Flecken und Altersflecken und hinterlässt die Haut strahlend und
ausgeglichen nach nur wenigen Anwendungen";"Abends auf die gereinigte Haut auftragen.
Während der Anwendung dieses Produkts, täglich einen Sonnenschutz mit mindestestens LSF30 verwenden.";"Aqua/Water/Eau, Caprylic/Capric Glycerides, Bellis Perennis (Daisy) Flower Extract, Glycerin, Butylene Glycol Dicaprylate/Dicaprate, Cetearyl Alcohol, Cetyl Alcohol, Tetrahexyldecyl
Ascorbate, Dimethicone, Glyceryl Stearate, Peg-100 Stearate, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Bidens Pilosa Extract, Hydrogenated
Phosphatidylcholine, Caprylic/Capric Triglyceride, Phenoxyethanol, Lecithin, Linum Usitatissimum (Linseed) Seed Oil, Curcuma Longa (Turmeric) Root Extract, Hippophae Rhamnoides
Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Palmitic Acid, Stearic Acid, Ceteth-10 Phosphate, Dicetyl Phosphate, Silybin, Squalane, Caprylyl Glycol,
Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Hexylene Glycol, Xanthan Gum, Limonene, Pentylene Glycol, Butyrospermum
Parkii (Shea) Butter, 3-O-Ethyl Ascorbic Acid, Disodium Edta, Polysorbate 60, Ppg-12/Smdi Copolymer, Aminomethyl Propanol, Tocopherol, Glycine Soja (Soybean) Oil, Alcohol Denat.
(Sd Alcohol 40-B), Phenethyl Alcohol, Sorbitan Isostearate, Methyl Undecylenoyl Dipeptide-16, Disodium Phosphate, Melissa Officinalis Leaf Extract, Lepidium Sativum Sprout Extract,
Ceramide Np, Citral, Ergothioneine."
IMAGE MD® restoring retinol crème;819984013506;MD-215;IMAGE Skincare;19;47,00 €;94,00 €;30 ml;"Fortschrittliche Nachtcrème mit Glykolsäure, Haferextrakt und eingekapseltem Retinol, das zeitversetzt abgegeben wird,
um die Anzeichen feiner Linien und Falten drastisch zu minimieren und den Hautton auszugleichen.";"Abends einen Pumpstoß auf das gereinigte Gesicht auftragen.
Anwendung 2-3 Mal die Woche oder wie von Ihrem Arzt/Ihrem Hautpflegeexperten empfohlen.";"Aqua/Water/Eau, Glycerin, Glycolic Acid, Neopentyl Glycol Dicaprylate/Dicaprate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Sorbitol, Palmitic
Acid, Stearic Acid, Sodium Hydroxide, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 20, Caryodendron Orinocense Seed Oil, Dimethicone, Lactic Acid,
Phenoxyethanol, Retinol, Yeast Extract, Butyrospermum Parkii (Shea) Butter, Isohexadecane, Butylene Glycol, Lecithin, Cetyl Palmitate, Laureth-23, Polysorbate 80, Sorbitan Stearate,
Squalane, Hamamelis Virginiana (Witch Hazel) Water, Silybin, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Hydroxyethylcellulose, Magnesium Aluminum Silicate, Xanthan Gum,
Sorbitan Oleate, Bisabolol, Ceramide Np, Citrus Aurantium Dulcis (Orange) Peel Oil, Cucumis Sativus (Cucumber) Extract, Oryza Sativa (Rice) Bran Oil, Persea Gratissima (Avocado)
Oil, Tocopheryl Acetate, Trideceth-6 Phosphate, Zingiber Officinale (Ginger) Root Extract, Limonene, Alcohol, Dipotassium Glycyrrhizate, Prunus Amygdalus Dulcis (Sweet Almond)
Oil, Vegetable Oil, Disodium Edta, Potassium Sorbate, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Hydrolyzed Soy Protein, Palmitoyl Tripeptide-5, Soy Amino Acids, Carbomer,
Mentha Arvensis Leaf Oil, Sodium Lactate, Bha, Leuconostoc/Radish Root Ferment Filtrate, Sodium Benzoate, Sodium Nitrate, Hyaluronic Acid, Avena Sativa (Oat) Kernel Extract,
Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7."
IMAGE MD® restoring recovery eye gel;819984013513;MD-216;IMAGE Skincare;19;52,50 €;105,00 €;15 ml;"Fortschrittliches Augengel mit Kollagen und pflanzlich gewonnenen Stammzellen zur drastischen Reduktion
von feinen Linien, Falten, Schwellungen und dunklen Augenschatten.";"Morgens und abends eine erbsengroße Menge auf die betroffenen Stellen (oberes und unteres Augenlid)
auftragen und einklopfen.";"Aqua/Water/Eau, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Dipalmitoyl Hydroxyproline, Polysorbate 20, Ceteareth-20, Cyclopentasiloxane, Peg-8/Smdi
Copolymer, Pentaerythrityl Tetraisostearate, Hydrogenated Phosphatidylcholine, Yeast Extract, Peg-8 Dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol,
Imperata Cylindrica Root Extract, Sodium Hydroxide, Caprylyl Glycol, Glycine Soja (Soybean) Sterols, Linoleic Acid, Pentylene Glycol, Phospholipids, Ethylhexylglycerin, Hexylene
Glycol, Butyrospermum Parkii (Shea) Butter, Steareth-20, Disodium Edta, Citrus Nobilis (Mandarin Orange) Peel Oil, Peg-8, Potassium Sorbate, Palmitoyl Tripeptide-5, Dipeptide
Diaminobutyroyl Benzylamide Diacetate, Hydrolyzed Soy Protein, Soy Amino Acids, Limonene, Carbomer, Silica Dimethyl Silylate, Sodium Benzoate, Sodium Lactate, Echinacea
Angustifolia Extract, Xanthan Gum, Sodium Chondroitin Sulfate, Sodium Citrate, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Sodium Hyaluronate, Atelocollagen, Ceramide Np,
Acetyl Octapeptide-3, Glycine, Magnesium Ascorbyl Phosphate, Retinyl Palmitate, Citric Acid, Palmitoyl Tripeptide-1, Acetyl Hexapeptide-8, Glucose, Chrysin, Palmitoyl Tetrapeptide-7,
Malus Domestica Fruit Cell Culture Extract, Biotin, Carrageenan, Tocopherol, Lecithin."
IMAGE MD® restoring overnight retinol masque;819984013520;MD-217;IMAGE Skincare;19;49,50 €;99,00 €;50 ml;"Hochkonzentrierte Overnight Retinolmaske zur kontinuierlichen Hydration und mit korrigierenden Peptiden
zur Stimulation der Kollagensynthese. Pflanzliche Aufheller sorgen für ein strahlend schönes Hautbild und
potente Antioxidantien für den ultimativen Schönheitsschlaf.";"Maske in einer regelmäßigen, dünnen Schicht abends auf die frisch gereinigte Haut auftragen.
Anwendung 2-3 Mal pro Woche empfohlen.
Über Nacht einwirken lassen und am nächsten Morgen mit lauwarmem Wasser entfernen.";"Aqua/Water/Eau, Glycerin, Dimethicone, Coconut Alkanes, Cetearyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Caprylic/Capric Triglyceride, Isododecane, Ammonium
Acryloyldimethyltaurate/Vp Copolymer, Tetrahexyldecyl Ascorbate, Phenoxyethanol, Pentaerythrityl Tetraisostearate, Hydrolyzed Verbascum Thapsus Flower, Butylene Glycol,
Steareth-2, Polysilicone-11, Plantago Lanceolata Leaf Extract, Coco-Caprylate/Caprate, Polysorbate 20, Retinol, Xanthan Gum, Cetyl Palmitate, Laureth-23, Citric Acid, Citrus Limon
(Lemon) Leaf Cell Extract, Aloe Barbadensis Leaf Juice, Ethylhexylglycerin, Tamarindus Indica Seed Polysaccharide, Tocopheryl Acetate, Panthenol, Disodium Edta, Sodium Benzoate,
Alaria Esculenta Extract, Ceramide Np, Silica Dimethyl Silylate, Sodium Hydroxide, Trideceth-6 Phosphate, Undaria Pinnatifida Extract, Palmitoyl Tripeptide-5, Pentylene Glycol,
Propanediol, Leuconostoc/Radish Root Ferment Filtrate, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Chondroitin Sulfate, Bha, Camellia Sinensis Leaf Extract, Hyaluronic Acid,
Atelocollagen, Potassium Sorbate, Chamomilla Recutita (Matricaria) Flower Extract, Oenothera Biennis (Evening Primerose) Flower Extract, Artemisia Absinthium Extract."
IMAGE MD® restoring power-C serum;819984017122;MD-224;IMAGE Skincare;19;64,50 €;129,00 €;30 ml;"Ein täglich anzuwendendes, hocheffektives Serum mit 20 % Tetrahexydecylascorbat (Vitamin C), das klinisch getestet wurde
und erwiesenermaßen Pigmentstörungen, feine Linien und Falten verbessern kann.";"Vor der Anwendung gut schütteln. Morgens 3-5 Tropfen auf die gereinigte Haut auftragen.
Die leichte und schnell absorbierende Rezeptur mit einem Hauch Orangenöl hinterlässt die Haut mit einem schönen Strahlen
und “glowy finish“.";"Aqua/Water/Eau, Tetrahexyldecyl Ascorbate, Pentylene Glycol, Ethoxydiglycol, Acetyl Zingerone, Glycerin, Tocopherol, Phenoxyethanol, Sclerotium Gum, Ferulic Acid, Polyglyceryl-6
Polyricinoleate, 1,2-Hexanediol, Sodium Hyaluronate, Ethylhexylglycerin, Lactobacillus/Portulaca Oleracea Ferment Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Pelargonium
Graveolens (Geranium) Flower Oil, Limonene, Citronellol, Geraniol, Linalool, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus, Cocos Nucifera (Coconut) Fruit Extract."
IMAGE MD® restoring eye masks;819984017139;MD-225;IMAGE Skincare;19;29,50 €;59,00 €;22 Paar;"Luxuriöse Hydrogel-Augenmasken mit Koffein und beruhigender Aloe Vera im Zusammenspiel mit einem Dreifach-Hyaluronsäurekomplex
zur Revitalisierung der unteren Augenpartie. Klinische Rezeptur mit einer Mischung aus Antioxidantien und
Tetrapeptiden, die müde wirkende Augen erfrischt und feine Linien, sowie Anzeichen von Müdigkeit reduziert.
Das transparente, flexible Design schmiegt sich sanft an die zarte untere Augenpartie an und verrutscht nicht, sodass die
Vorteile der Masken auch wirken können. Die Augenmasken kühlen die Haut sofort bei Kontakt, haben keinen Duft und sind
ohne ätherische Öle oder aromatische Extrakte entwickelt.";"Mit einer Pinzette entnehmen und die Pads voneinander trennen. Mit den Fingerspitzen auf die gereinigte Haut
mit der breiteren Seite nach Außen, auflegen. 10-15 Minuten auf der Haut belassen und dann entsorgen. Täglich oder je nach
Bedarf anwenden.";"Aqua/Water/Eau, Glycerin, Methylpropanediol, Carrageenan, Ceratonia Siliqua Gum, Aloe Barbadensis Leaf Juice, 1,2-Hexanediol, Cellulose Gum, Xanthan Gum, Butylene Glycol,
Hydroxyacetophenone, Allantoin, Chondrus Crispus Powder, Panthenol, Sucrose, Potassium, Chloride, Caffeine, Glyceryl Caprylate, Pentylene Glycol, Lactic Acid, Centella Asiatica
Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis, Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Hyaluronate,
Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Palmitoyl Tetrapeptide-7, Citric Acid, Hydrolyzed Hyaluronic Acid, Potassium Sorbate,
Sodium Benzoate, Chrysin, Sodium Acetylated Hyaluronate, Soluble Collagen, Glucose, Mannose."
TimeCapsule™;850002889000;HH-TC-101;HUSH & HUSH;7;32,25 €;64,50 €;1 Glas (60 Tabletten);Mit diesem hochwertigen Anti-Aging-Nahrungsergänzungsmittel, das die Anzeichen des Alterns rückgängig macht und zukünftige Schäden verhindert, schützen Sie Ihren Körper von Innen nach Außen. Eine bahnbrechende Mischung aus Antioxidantien, Aminosäuren und Clean Clinical Vitamins™ schirmt gegen äußere Aggressoren ab und regeneriert von Kopf bis Fuß für ein jünger aussehendes Ich.;Zwei Tabletten täglich verzehren – über den Tag verteilt. Die angegebene empfohlene tägliche Verzehrmenge darf nicht überschritten werden.;Marine collagen, Amino acid blend of leucine, isoleucine, valine, Resveratrol, Turmeric rhizome, Borage and fish oil complex, Purslane herb, Allicin, Arginine HCL, Hyaluronic acid, Panax ginseng root powder, Polypodium leucotomos root, Green tea leaf extract, Lycopene, Astaxanthin, Zeaxanthin, Cayenne fruit extract, Vitamins A, C, D, E, K and B12, Folate, Biotin, Calcium, Iodine, Zinc, Selenium, Manganese.
DeeplyRooted™;850002889031;HH-DR-101;HUSH & HUSH;7;37,25 €;74,50 €;1 Glas (120 Kapseln);Stärkt Strähnen, die schwach, geschädigt und resistent gegenüber normalem Wachstum geworden sind. Dieses täglich anzuwendende Nutrazeutikum kreiert die perfekte Basis, um stärkeres, längeres, dickeres Haar mit Clean Clinical Vitamins™, Aminosäuren, sowie Frucht- und pflanzlichen Extrakten zu fördern. Fördert dickeres, glänzendes Haar mit besserer Dichte und stärkt das Haar in seiner Wachstumsphase. Bekämpft die Ursachen von ausdünnendem Haar und Haarverlust. Stärkt schwaches Haar, indem Kopfhaut und Follikel genährt werden.;Bis zu vier Kapseln täglich verzehren. Die angegebene empfohlene Verzehrsmenge darf nicht überschritten werden.;USPlus® Saw palmetto 45% fatty acids, Hydrolyzed fish collagen I & III, Hyaluronic acid, Arginine HCL, L-Cysteine HCL, L-Methionine, L-Lysine, Horsetail whole extract, BioPerine®, KSM-66® Ashwagandha root extract, ENVNolMax™ Tocotrienol/Tocopherol extract, PrimaVie® organic Himalayan shilajit, Cococin™ coconut water, Zanthin® natural astaxanthin, Resvenox® resveratrol, Pumpkin seed oil, Korean ginseng root, Amla fruit, Green tea leaf extract, Rhodiola rosea root, Vitamins A, C, D and B12, Niacin, Biotin, Pantothenic acid, Iodine, Zinc, Selenium.
MindYourMind™;850002889109;HH-MM-101;HUSH & HUSH;7;29,50 €;59,00 €;1 Glas (60 Kapseln);Dieses angereicherte Nutrazeutikum beruhigt Gedanken, Seele und Körper. Getestete Botanika arbeiten an der Reduktion von Stress und mentalem Durcheinander während wissenschaftlich belegte Schlafunterstützer Ihnen helfen einzuschlafen und in diesem Zustand zu bleiben, sodass auf eine gute Nacht ein guter Tag folgen kann.;Eine Kapsel täglich verzehren – abends eine Stunde vor dem Schlafengehen. Die angegebene empfohlene tägliche Verzehrmenge darf nicht überschritten werden.;Valerian root, L-Tryptophan, L-Theanine, Rhodiola rosea root, Chamomile flower, Holy basil leaf, Inositol, Vitamins C and E, Calcium, Magnesium.
PlantYourDay™;850002889017;HH-PD-101;HUSH & HUSH;7;22,25 €;44,50 €;1 Glas (402 g);Versorgt den Körper mit Energie für den Tag und gleicht die pH-Werte aus: Optimale geeignet als Frühstücksersatz.;Täglich 2 Messlöffel (33,5 g) Pulver in ausreichend Wasser auflösen und trinken. Einnahme vorzugsweise morgens. Kann auch mit Milch, Fruchtsaft oder anderen Getränken gemischt werden. Die angegebene empfohlene Verzehrsmenge darf nicht überschritten werden.;Organic pea protein, Organic pumpkin protein, Broccoli powder, Carrot powder, Barley grass powder, Wheatgrass powder, Purslane powder, Alfalfa powder, Chlorella powder, Spirulina powder, Kelp, Ginseng powder, Dandelion powder, Turmeric, Horsetail powder, Milk thistle powder, Psyllium husk powder, Rosebud powder, Shitake, Aloe vera powder, Beet root powder, Cinnamon powder, Raspberry fruit powder, Strawberry fruit powder, Acai fruit powder, Goji fruit powder, Pomegranate powder, Peach powder, Apple powder, Blueberry powder, Fiber (IMO) Tapioca, Fiber (Inulin), Grape seed extract, Green tea extract, Bromelain, Papain, Taurine, Lactobacillus a., Lactobacillus r., Lactobacillus s., Bifidobacterium l., Bifidobacterium c., Magnesium, Calcium, Chromium, Selenium, Vitamin B1 HCL, Vitamin B2, Niacinamide, Vitamin B6 HCL, Vitamin B12, Folic acid, Vitamin D3, Choline bitartrate, Cacao, Chocolate flavor, Vanilla flavor, Sea salt, Gum, Stevia D-95.
ShieldUp™;850002889451;HH-SU-101;HUSH & HUSH;7;21,50 €;44,50 €;1 Glas (60 Kapseln);Täglich einzunehmendes Nahrungsergänzungsmittel zur Stärkung des Immunsystems zum Schutz vor Umweltschäden. Die Rezeptur beinhaltet klinische auf Pflanzen basierte Inhaltsstoffe, potente Vitamine, organische Antioxidantien und Adaptogene zur Förderung eines maximalen Schutzes vor schädlichen Aggressoren.;Zwei Kapseln täglich einnehmen, vorzugsweise zu einer Mahlzeit oder wie mit Ihrem Arzt besprochen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.;Vitamin C, Zinc, Organic matcha leaf extract, Maca root, Korean red ginseng, Organic ginger root, European black elderberry fruit, Organic acerola fruit pulp extract, Rhodiola rosea root extract, Reishi mushroom extract, Bioperine® black pepper fruit extract, Organic turmeric root, Curcumin, Organic chlorella, Dandelion leaf extract.
SkinCapsule™ HYDRATE+;850002889444;HH-HY-101;HUSH & HUSH;7;32,00 €;64,50 €;1 Glas (60 Kapseln);"Feuchtigkeitsspendendes Ergänzungsmittel mit
klinischen auf Pflanzen basierenden Wirkstoffen zur
Förderung einer hydrierten, optimal ausgeglichenen
und strahlend schönen Haut.
Diese Rezeptur spendet der Haut intensive Feuchtigkeit
indem Wasser in die Hautzellen geliefert wird.";Zwei Kapseln täglich einnehmen, vorzugsweise zu einer Mahlzeit oder wie mit Ihrem Arzt besprochen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.;Vitamin C, Ceramosides® POWDER NEUTRA, Cococin®, Vegan fermented hyaluronic acid, Aloe vera (leaf), Matcha (leaf) extract, Korean red ginseng, Grape skin powder (standardized to 1.5% Resveratrol).
SkinCapsule™ BRIGHTEN+;850002889475;HH-BR-101;HUSH & HUSH;7;32,00 €;64,50 €;1 Glas (60 Kapseln);"Spezielle Rezeptur mit klinischen, natürlich gewonnenen
Inhaltsstoffen zum Ausgleich des Hauttons
und zur Förderung eines ebenmäßigen, strahlend
schönen Hautbildes.
Diese Rezeptur reduziert die Anzeichen ungewollter
Verfärbungen, Sonnenflecken, Rötungen und eines
unregelmäßigen Teints.
Für eine strahlend schöne, gesund aussehende Haut.";Zwei Kapseln täglich einnehmen, vorzugsweise zu einer Mahlzeit oder wie mit Ihrem Arzt besprochen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.;Vitamin C, Zinc, SkinAx2™, Pomanox®, Pine (Pinus pinaster) (bark) extract, Polypodium leucotomos (leaf) extract, Saberry®, Red Panax ginseng, Green tea, AMLAMAX®, Purslane, Lutemax, Lycopene.
