mainDetailNumber;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;description_long
CDP69422;Liquid Soap Marseille 300ml WHITE TEA;3551780694226;300ml;11,00 €;22,00 €;6;3.0;La Compagnie de Provence stellt feinste Flüssigseifen wie zum Beispiel die Liquid Soap White Tea her. Gegründet wurde La Compagnie de Provence 1990, um das Kulturerbe der berühmten Savon de Marseille, der festen Seife aus Marseille, zu bewahren. Fast wäre sie für immer verschwunden, doch das Unternehmen verpflichtet sich der Tradition und macht auch heute noch ganz traditionelle Seifen. Das gilt im Übrigen auch für die Flüssigseifen. Die Liquid Soap White Tea wird im Kessel gekocht, genauso wie die berühmte Würfelseife. Hergestellt mit pflanzlichen Ölen und abgefüllt in eine lackierte Glasflasche, macht die Seife auf den ersten Blick deutlich, dass sie etwas Besonderes ist.Sanfte Reinigung und ein zeitloses Design Die Flüssigseifen von La Compagnie de Provence sind nachhaltig, nachfüllbar und natürlich. Das Unternehmen greift gerne auf althergebrachte Rezepturen zurück und legt Wert auf hochwertige natürliche Inhaltsstoffe. Darüber hinaus ist La Compagnie de Provence sich auch seiner sozialen Verantwortung bewusst, weshalb man eng mit ortsansässigen Produzenten und auch mit behinderten Menschen zusammenarbeitet. So punktet die Liquid Soap White Tea durch den zarten Duft von weißem Tee, den Verzicht auf tierische Fette und den Einsatz von natürlich schäumendem Kokosnuss-Öl. Selbstverständlich ist die Liquid Soap White Tea für häufiges Händewaschen hervorragend geeignet.
CDP69423;Liquid Soap Marseille 300ml BLACK TEA;3551780694233;300ml;11,00 €;22,00 €;6;3.0;Mit der Liquid Soap Black Tea entscheiden Sie sich für ein hochwertiges Pflegeprodukt aus dem Sortiment der Flüssigseifen der Beauty-Marke La Compagnie de Provence. Die hochwertige Marseille-Seife wird nach einem traditionellen Verfahren im Kessel verseift. In diesem Prozess werden wertvolle pflanzliche Öle hinzugefügt, denen die Seife ihre pflegende Qualität verdankt. Neben der porentiefen Reinigung Ihrer Haut dürfen Sie sich bei der Anwendung auf ein feines Aroma von schwarzem Tee und Brombeeren freuen. Sie erhalten die Liquid Soap Black Tea von La Compagnie de Provence in einem stilvollen schwarzen Pumpflakon. Bereits eine geringe Menge der Seife aus dem Spender ist für die gründliche Reinigung des gesamten Körpers ausreichend. Alternativ können Sie die Seife auch als reine Handseife verwenden. In jedem Fall entfaltet das Produkt wie alle Flüssigseifen des Herstellers seine wohltuende Wirkung auf der Haut.95 Prozent der Inhaltsstoffe sind natürlichen Ursprungs. Die Seife ist uneingeschränkt für alle Hauttypen zu empfehlen. Um auch der Umwelt etwas Gutes zu tun, können Sie die elegante Pumpflasche aus Glas nachfüllen. Gönnen Sie sich jetzt den besonderen Wellness-Appeal aus der Provence und bestellen Sie die Liquid Soap Black Tea von La Compagnie de Provence günstig bei Parfumdreams.
CDP69722;Hand Cream 300ml WHITE TEA;3551780697227;300ml;16,50 €;33,00 €;6;3.0;Die Handreme Creme Thé Blanc von Compagnie de Provence ist wunderbar geschmeidig und sanft. Angereichert mit Shea Butter, Olivenöl und Vitamin E sorgt sie für eine Hautpflege auf natürliche Art. Der praktische 300 ml Pumpspender zeigt Klasse, da er aus Glas ist und setzt mit dem Kontrast von Schwarz und Weiß die so beliebten, modern- graphischen Akzente in jedem Bad oder in jeder Küche. Ob nach dem Händewaschen, als abendliches Ritual oder einfach zwischendurch: Hände eincremen pflegt die Haut und hält sie schön. Der angenehme, frische Duft Thé Blanc (weißer Tee) ist kombiniert mit belebenden, fruchtigen Zitrusnoten. Die Black & White Kollektion von Compagnie de Provence sieht besonders schön aus, wenn man schwarze und weiße Flacons kombiniert. Außerdem sind die Pflegeaccessoires auch ein gutes Geschenk.
CDP69723;Hand Cream 300ml BLACK TEA;3551780697234;300ml;16,50 €;33,00 €;6;3.0;Die Handreme Creme Thé Noir von Compagnie de Provence ist wunderbar geschmeidig und sanft. Angereichert mit Shea Butter, Olivenöl und Vitamin E sorgt sie für eine Hautpflege auf natürliche Art. Der praktische 300 ml Pumpspender zeigt Klasse, da er aus Glas ist und setzt mit dem Kontrast von Schwarz und Weiß die so beliebten, modern- graphischen Akzente in jedem Bad oder in jeder Küche. Ob nach dem Händewaschen, als abendliches Ritual oder einfach zwischendurch: Hände eincremen pflegt die Haut und hält sie schön. Der angenehme, frische Duft Thé Noir (schwarzer Tee) ist kombiniert mit dem fruchtigen Aroma der Brombeere. Die Black & White Kollektion von Compagnie de Provence sieht besonders schön aus, wenn man schwarze und weiße Flacons kombiniert. Außerdem sind die Pflegeaccessoires auch ein gutes Geschenk.
PF0105SL300KA;Liquid Soap Marseille 300ml KARITE | SHEA;3551780003462;300ml;11,00 €;22,00 €;6;3.0;Hergestellt in einem traditionellen Kessel und angereichert mit nährender Sheabutter, verwandelt sich diese Seife in einen leichten und cremigen Schaum, um die Haut sanft zu reinigen, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtige Haltbarkeit des Produkts und eine noch sinnlichere Textur zu gewährleisten Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.
PF0105SL500KA;Liquid Soap Marseille 495ml KARITE | SHEA;3551780002403;495ml;13,50 €;27,00 €;6;3.0;Diese Seife wird im traditionellen Verfahren im Kessel hergestellt. Sie ist angereichert mit nährender Sheabutter und verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% natürlichen Inhaltsstoffen. Die restlichen 3,01% sind notwendig, um die Haltbarkeit des Produkts zu gewährleisten und für eine noch sinnlichere Textur zu sorgen. Die Wirksamkeit der ikonischen Marseille Flüssigseife vereint mit der Weichheit von Sheabutter.
PF0105SL01LKA;Liquid Soap Marseille 1L Refill KARITE | SHEA;3551780003660;1000ml;18,00 €;36,00 €;6;nan;Refill für 495 ml und 300 ml ein umweltfreundlicher Ansatz. Seine Vorteile eine mit Sheabutter angereicherte Formel reinigt die Haut sanft und ohne Austrocknung seine familiäre und wirtschaftliche Größe, die es Ihnen ermöglicht, Ihre 495 und 300 ml Flaschen mehrmals nachzufüllen ein süchtig machender Duft in Grasse kreiirt. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sinnlichere Textur zu gewährleisten. Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.
PF0105SL03LKA;Liquid Soap Marseille 3L Refill KARITE | SHEA(Wird erst auf Anfrage bestellt);3551780009723;3 L;42,50 €;85,00 €;3;nan;Hergestellt in einem traditionellen Kessel und angereichert mit nährender Sheabutter, verwandelt sich diese Seife in einen leichten und cremigen Schaum, um die Haut sanft zu reinigen, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtige Haltbarkeit des Produkts und eine noch sinnlichere Textur zu gewährleisten Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.
PF0105CM100KA;Hand Cream 100ml KARITE | SHEA;3551780002410;100ml;12,50 €;25,00 €;6;3.0;La Compagnie de Provence Hand Cream Shea Butter begeistert als eine Creme für die Handpflege mit hervorragenden Reinigungseigenschaften. Das Pflegeprodukt besteht zu 100 Prozent aus natürlichen Ingredienzien. Es wirkt nicht nur reinigend, sondern auch nährend und bietet zusätzlich Schutz für die Haut Ihrer Hände vor äußeren Einflüssen. Ein samtiger Duft rundet das Qualitätsprofil der Handpflege ab.Der Star unter den Inhaltsstoffen dieser Handpflege ist die Sheabutter. Sie wird aus den handgepflückten Nüssen des Karitébaums in Ghana gewonnen. Fair Trade und angemessene Arbeitsbedingungen für die Pflückerinnen und Pflücker sind sichergestellt. Bei der Gewinnung kommen traditionelle und ökologische Methoden zum Einsatz, sodass Sie die Hand Cream Shea Butter von La Compagnie de Provence mit reinem Gewissen kaufen können. Sheabutter ist reich an den Vitaminen A, D, E und F. Dank dieses Vitaminkomplexes kann die Creme durch ihre kraftvolle Unterstützung der Regenerierung überzeugen und trägt wesentlich zu den Reparaturprozessen in den Hautzellen bei. Auf gereizte Haut wirkt Sheabutter außerdem angenehm beruhigend. Kaufen Sie jetzt La Compagnie de Provence Hand Cream Shea Butter bei Parfumdreams. Weitere Cremes für die Pflege Ihrer Hände wie die Hand Cream Olive Wood oder die Hand Cream White Tea bestellen Sie bei uns ebenfalls günstig.
PF0105CM030KA;Hand Cream 30ml KARITE | SHEA;3551780002427;30ml;5,25 €;10,50 €;12;3.0;La Compagnie de Provence Hand Cream Shea Butter begeistert als eine Creme fr die Handpflege mit hervorragenden Reinigungseigenschaften. Das Pflegeprodukt besteht zu 100 Prozent aus natrlichen Ingredienzien. Es wirkt nicht nur reinigend, sondern auch nhrend und bietet zustzlich Schutz fr die Haut Ihrer Hnde vor ueren Einflssen. Ein samtiger Duft rundet das Qualittsprofil der Handpflege ab.Der Star unter den Inhaltsstoffen dieser Handpflege ist die Sheabutter. Sie wird aus den handgepflckten Nssen des Karitbaums in Ghana gewonnen. Fair Trade und angemessene Arbeitsbedingungen fr die Pflckerinnen und Pflcker sind sichergestellt. Bei der Gewinnung kommen traditionelle und kologische Methoden zum Einsatz, sodass Sie die Hand Cream Shea Butter von La Compagnie de Provence mit reinem Gewissen kaufen knnen. Sheabutter ist reich an den Vitaminen A, D, E und F. Dank dieses Vitaminkomplexes kann die Creme durch ihre kraftvolle Untersttzung der Regenerierung berzeugen und trgt wesentlich zu den Reparaturprozessen in den Hautzellen bei. Auf gereizte Haut wirkt Sheabutter auerdem angenehm beruhigend. Kaufen Sie jetzt La Compagnie de Provence Hand Cream Shea Butter bei Parfumdreams. Weitere Cremes fr die Pflege Ihrer Hnde wie die Hand Cream Olive Wood oder die Hand Cream White Tea bestellen Sie bei uns ebenfalls gnstig.
PF0105BC200KA;Body Balm 200ml KARITE | SHEA;3551780007774;200ml;21,00 €;42,00 €;6;3.0;Angereichert mit 100 % reiner, natürlicher, fair gehandelter Sheabutter, offenbart dieser Körperbalsam eine herrlich glatte, reichhaltige Textur. Er nährt, spendet Feuchtigkeit und hilft, die Haut vor Umwelteinflüssen zu schützen. Hergestellt mit einer hohen Konzentration an Sheabutter (20%), die reich an den Vitaminen A, D, E und F ist, schmilzt dieser Balsam auf der Haut und umhüllt sie mit Weichheit und Schutz. Die Haut fühlt sich intensiv genährt und repariert an. Der Duft, der in Grasse kreiert wurde, hinterlässt einen beruhigenden Duft auf der Haut, mit zarten Noten von weißen Blumen über einer weichen, moschusartigen Basis.Angereichert mit 100 % reiner, natürlicher, fair gehandelter Sheabutter, offenbart dieser Körperbalsam eine herrlich glatte, reichhaltige Textur. Er nährt, spendet Feuchtigkeit und hilft, die Haut vor Umwelteinflüssen zu schützen. Hergestellt mit einer hohen Konzentration an Sheabutter (20%), die reich an den Vitaminen A, D, E und F ist, schmilzt dieser Balsam auf der Haut und umhüllt sie mit Weichheit und Schutz. Die Haut fühlt sich intensiv genährt und repariert an. Der Duft, der in Grasse kreiert wurde, hinterlässt einen beruhigenden Duft auf der Haut, mit zarten Noten von weißen Blumen über einer weichen, moschusartigen Basis.
PF0105GC150KA;Body Scrub 150ml KARITE | SHEA;3551780003165;150ml;20,00 €;40,00 €;6;3.0;Compagnie De Provence Shea Butter Body Scrub ist ein cremiges Körperpeeling, das die sanft Peeling Eigenschaften von Bio-Aprikosenkernen mit den extrem pflegenden Eigenschaften von Bio-Sheabutter kombiniert. Formuliert mit Bio-Aprikosenkernen und Bio-Sheabutter, dieser beruhigende Duft mit zarten Noten von weißen Blüten über einen süßen Moschusduft hat in Grasse von erfahrenen Parfümeur geschaffen. Massieren Sie eine kleine Menge des Produkts mit kreisenden Bewegungen auf die feuchte Haut ein- oder zweimal pro Woche. Spülen Sie nach dem Gebrauch. Füllen Sie das Baderitual mit Compagnie De Provence Shea Butter Körperbalsam.
PF0105GD300KA;Cleansing Shower Oil 300ml KARITE | SHEA;3551780008368;300ml;13,00 €;26,00 €;6;3.0;Angereichert mit Shea Absolute und drei außergewöhnlichen botanischen Ölen, reinigt und pflegt dieses Duschöl sehr trockene und empfindliche Haut. Hergestellt im Herzen der Provence, enthält es sanfte, pflanzliche Tenside, so dass es sowohl für das Gesicht als auch für den Körper verwendet werden kann. Shea Absolute hat nährende Eigenschaften und ist reich an rückfettenden Wirkstoffen. Kombiniert mit einem kostbaren Trio botanischer Öle aus der Provence umhüllt es die Haut mit einem wohltuenden Schaum und hinterlässt sie sauber, gepflegt und himmlisch duftend. 95 % Inhaltsstoffe natürlichen Ursprungs.
PF0105HC100KA;Ultra Nourishing Dry Oil 100ml KARITE | SHEA;3551780005268;100ml;23,50 €;47,00 €;6;3.0;Hergestellt im Herzen der Provence, fühlt sich dieses Dry Oil wie Samt an. Das Dry Oil kombiniert die besten pflanzlichen Öle zur Pflege von Gesicht, Körper und Haaren. Als echtes Multi Use Öl enthält es eine wertvolle Mischung aus ultra-nährstoffreichem Shea Absolute, reinem Traubenkernöl, biologischem Sonnenblumenöl und Süßmandelöl mit feuchtigkeitsspendenden Eigenschaften. Die luxuriöse Textur zieht schnell in die Haut ein, ohne einen fettigen Film zu hinterlassen. Angereichert mit Vitamin E, spendet dieses Öl Feuchtigkeit und pflegt die Haut in einem Schritt. Auch für die Längen und Spitzen des Haares anwendbar um Glanz und Geschmeidigkeit zu verleihen. 99% der Inhaltsstoffe werden auf natürliche Weise gewonnen. Die restlichen 1% ermöglichen, die sensorischen Eigenschaften des Öls zu gewährleisten. Die elegante Glasflasche. Made in France. Dermatologisch getestet, kann es täglich auf Gesicht, Körper und Haar angewendet werden.
PF0105ST005KA1;Lip Balm 4,7g KARITE | SHEA;3551780004964;4,7g;5,00 €;10,00 €;25;25.0;Verwöhnen Sie trockene Lippen mit dem Shea Lip Balm! Dieser Lippenbalsam enthält die besten natürlichen Inhaltsstoffe. Angereichert mit Sheabutter, kombiniert mit pflanzlichen Ölen, um die Lippen intensiv zu pflegen, mit Feuchtigkeit zu versorgen und zu schützen.
PF0117SL01LAL;Liquid Soap Marseille 1L Refill ANISE LAVENDER;3551780008580;1000 ml;18,00 €;36,00 €;6;nan;Diese Flüssigseife mit einer reinigenden Basis aus Kokosnuss- und Sonnenblumenöl, die nach einem traditionellen Verfahren in einem Kessel verseift wird, hat eine luxuriöse Geltextur, die Hände und Körper sanft reinigt. Angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence, vermittelt sie ein Gefühl von Komfort und Entspannung dank einer Mischung aus ätherischen Ölen aus Lavendel und Sternanis, die beruhigende Eigenschaften haben. Ohne Farbstoffe und tierische Fette. Entspannender Duft, kreiert in Grasse.Tipps zum WohlfühlenHändewaschen ist eine der wichtigsten Maßnahmen zur Pflege Ihrer Haut. Wenn Sie Ihre Hände mit dieser Seife waschen, halten Sie sie einige Sekunden lang zusammen und halten Sie sie unter Ihre Nase. Dann atmen Sie den Duft ein - und seine Wirkung.
PF0117SL01LBA;Liquid Soap Marseille 1L Refill MINT BASIL;3551780008658;1000 ml;18,00 €;36,00 €;6;nan;Diese Flüssigseife mit einer reinigenden Basis aus Kokosnuss- und Sonnenblumenöl, die nach einem traditionellen Verfahren in einem Kessel verseift wird, hat eine luxuriöse Geltextur, die Hände und Körper sanft reinigt. Angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence, vermittelt sie ein Gefühl von Komfort und Entspannung dank einer Mischung aus ätherischen Ölen aus Lavendel und Sternanis, die beruhigende Eigenschaften haben. Ohne Farbstoffe und tierische Fette. Entspannender Duft, kreiert in Grasse.Tipps zum WohlfühlenHändewaschen ist eine der wichtigsten Maßnahmen zur Pflege Ihrer Haut. Wenn Sie Ihre Hände mit dieser Seife waschen, halten Sie sie einige Sekunden lang zusammen und halten Sie sie unter Ihre Nase. Dann atmen Sie den Duft ein - und seine Wirkung.
PF0117SL500AL;Liquid Soap Marseille 495ml ANISE LAVENDER;3551780008566;495 ml;13,50 €;27,00 €;6;3.0;Diese Flüssigseife mit einer reinigenden Basis aus Kokosnuss- und Sonnenblumenöl, die nach einem traditionellen Verfahren in einem Kessel verseift wird, hat eine luxuriöse Geltextur, die Hände und Körper sanft reinigt. Angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence, vermittelt sie ein Gefühl von Komfort und Entspannung dank einer Mischung aus ätherischen Ölen aus Lavendel und Sternanis, die beruhigende Eigenschaften haben. Ohne Farbstoffe und tierische Fette. Entspannender Duft, kreiert in Grasse.Tipps zum WohlfühlenHändewaschen ist eine der wichtigsten Maßnahmen zur Pflege Ihrer Haut. Wenn Sie Ihre Hände mit dieser Seife waschen, halten Sie sie einige Sekunden lang zusammen und halten Sie sie unter Ihre Nase. Dann atmen Sie den Duft ein - und seine Wirkung.
PF0117SL500BA;Liquid Soap Marseille 495ml MINT BASIL;3551780008634;495 ml;13,50 €;27,00 €;6;3.0;Belebt Haut & GeistDie LIQUID MARSEILLE SOAP MINT BASIL von COMPAGNIE DE PROVENCE ist angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence und einer Mischung aus ätherischen Ölen, die für ihre anregenden und belebenden Eigenschaften bekannt sind. Die Basis aus Kokosnuss- und Sonnenblumenöl reinigt sanft den Körper und die Hände und pflegt die Haut dabei geschmeidig weich. Außerdem versprüht die Seife einen vitalisierenden Duft nach frischer Minze und Basilikum – der perfekte Start in den Tag!
PF0117SL300AL;Liquid Soap Marseille 300ml ANISE LAVENDER;3551780008573;300 ml;11,00 €;22,00 €;6;3.0;Diese Flüssigseife mit einer reinigenden Basis aus Kokosnuss- und Sonnenblumenöl, die nach einem traditionellen Verfahren in einem Kessel verseift wird, hat eine luxuriöse Geltextur, die Hände und Körper sanft reinigt. Angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence, vermittelt sie ein Gefühl von Komfort und Entspannung dank einer Mischung aus ätherischen Ölen aus Lavendel und Sternanis, die beruhigende Eigenschaften haben. Ohne Farbstoffe und tierische Fette. Entspannender Duft, kreiert in Grasse.Tipps zum WohlfühlenHändewaschen ist eine der wichtigsten Maßnahmen zur Pflege Ihrer Haut. Wenn Sie Ihre Hände mit dieser Seife waschen, halten Sie sie einige Sekunden lang zusammen und halten Sie sie unter Ihre Nase. Dann atmen Sie den Duft ein - und seine Wirkung.
PF0117SL300BA;Liquid Soap Marseille 300ml MINT BASIL;3551780008641;300 ml;11,00 €;22,00 €;6;3.0;Möbel und Accessoires von Pfister sind vielfältig, langlebig und einfach schön anzusehen. Ob trendy oder klassisch, im Landhausstil oder im Industrial Look: Finden Sie bei Pfister angesagte Trends und ikonische Evergreens, die genau Ihren Geschmack treffen. Weitere Informationen zu diesem Produkt finden Sie unter Produktdetails.
PF0117CM030AL;Hand Cream 30ml ANISE LAVENDER;3551780008597;30 ml;5,25 €;10,50 €;12;6.0;Angereichert mit Bio-Sheabutter und außergewöhnlichen pflanzlichen Ölen aus der Provence, pflegt und beruhigt dieser Handbalsam trockene Haut intensiv. Seine beruhigende Textur ist mit einer Mischung aus ätherischen Ölen aus Lavendel und Sternanis kombiniert, die eine beruhigende Wirkung haben. Er hinterlässt ein weiches Finish auf den Händen und wirkt entspannend auf das Gemüt. Tipp zum Wohlfühlen Händewaschen ist eine der wichtigsten Maßnahmen zur Pflege Ihrer Haut. Wenn Sie Ihre Hände mit dieser Seife waschen, halten Sie sie für einige Sekunden zusammen und halten Sie sie unter Ihre Nase. Dann atmen Sie den Duft ein - und seine Wirkung.
PF0117CM030BA;Hand Cream 30ml MINT BASIL;3551780008665;30 ml;5,25 €;10,50 €;12;6.0;La Compagnie de Provence Hand Cream Mint Basil ist angereichert mit außergewöhnlichen pflanzlichen Ölen aus der Provence spendet diese Creme Ihren Händen lang anhaltende Feuchtigkeit. Ihre erfrischende Textur wird mit einer Mischung aus ätherischen Ölen aus Minze und Basilikum kombiniert, die anregende Eigenschaften haben. Ihre Hände fühlen sich weich an und Ihr Geist fühlt sich energiegeladen an, als ob er einen Optimismusschub erhalten hätte. Anwendung: Das Beste! Einen Klecks der Creme auf die sauberen, trockenen Hände auftragen. Massieren Sie sanft die Handflächen und den Handrücken. Und nehmen Sie sich die Zeit, ihren Duft mit belebenden Noten einzuatmen. Für eine bessere Wirksamkeit wiederholen Sie den Vorgang nach jedem Händewaschen. Äußerliche Anwendung. Vermeiden Sie den Kontakt mit den Augen.
PF0117CC180AL;Body Cream 180ml ANISE LAVENDER;3551780008603;180 ml;19,50 €;39,00 €;6;3.0;"Angereichert mit drei außergewöhnlichen pflanzlichen Ölen und Sheabutter, hat diese Körpercreme eine Textur, die so leicht wie eine Wolke ist! Intensiv nährend und entspannend, ist sie ideal für trockene Haut. Pflegende Pflanzenöle aus der Provence und entspannende ätherische Öle vereinen sich zu einer einzigartigen Synergie, die Ihre Haut - und Ihren Geist - beruhigt. Die luftig-leichte Textur wirkt beruhigend, während die ätherischen Öle von Lavendel und Sternanis den Körper von Spannungen befreien. Die schnell einziehende Creme beruhigt, pflegt und tröstet die Haut. Ihr Duft beruhigt die Sinne und vermittelt ein Gefühl von Entspannung und Wohlbefinden. Ideal für eine Haut, die Komfort und Entspannung sucht. Dermatologisch getestet. Tipps zum Wohlfühlen Stress durch Atmen bekämpfen? Nichts leichter als das! Legen Sie eine Hand auf Ihren Bauch. Atmen Sie langsam und tief durch die Nase ein, bis Sie spüren; dass sich Ihr Bauch vollständig wölbt. Atmen Sie durch den Mund oder die Nase aus, ohne mit dem Bauch zu pressen. Wiederholen Sie diese Übung mindestens 10 Mal."
PF0117CC180BA;Body Cream 180ml MINT BASIL;3551780008672;180 ml;19,50 €;39,00 €;6;3.0;Die La Compagnie de Provence Body Cream Mint Basil ist angereichert mit drei außergewöhnlichen pflanzlichen Ölen und Sheabutter. Diese zartschmelzende Körpercreme spendet sofort Feuchtigkeit und revitalisiert müde Haut. Feuchtigkeitsspendende pflanzliche Öle aus der Provence und anregende ätherische Öle bilden eine einzigartige Synergie, die Ihre Haut - und Ihre Sinne - aufweckt. Die Gel-Creme-Textur hat eine erfrischende Wirkung, während die ätherischen Öle aus Minze und Basilikum anregend wirken. Die Creme zieht schnell ein und versorgt die Haut mit Feuchtigkeit und belebt sie, ohne einen fettigen Rückstand zu hinterlassen. Der anregende Duft spendet Energie und sorgt für einen Hauch von Optimismus. Ideal für Haut, die Feuchtigkeit und Energie sucht. Dermatologisch getestet. Gute-Laune-Tipp: Wenn Sie einen Extra-Energieschub brauchen, stellen Sie Ihre Uplifting Body Cream vor dem Auftragen in den Kühlschrank, um einen besonders belebenden Effekt zu erzielen! Anwendung: Die verbindliche Angabe der Anwendung entnimmst du bitte der Verpackung bzw. der beiliegenden Bedienungsanleitung des gelieferten Produktes.
PF0117BP150AL;Scented Candle 150G ANISE LAVENDER;3551780008610;150 g;23,00 €;46,00 €;6;3.0;Diese Duftkerze wird sorgfältig von Hand aus 100% pflanzlichem Wachs aus in Europa angebautem Raps hergestellt und bietet ein einzigartiges Dufterlebnis. Die Kombination aus Licht und Duft der Kerze mit ätherischen Ölen aus Sternanis und Lavendel schafft eine Atmosphäre, die Ihnen hilft, sich zu entspannen und sich wohl zu fühlen. Noten von Rose und Lavendel vermischen sich mit den beruhigenden Düften von Vanille und Bernstein. +/- 30 Brennstunden.
PF0117BP150BA;Scented Candle 150G MINT BASIL;3551780008689;150 g;23,00 €;46,00 €;6;3.0;Diese La Compagnie de Provence Scented Candle Mint Basil Duftkerze wird in sorgfältiger Handarbeit aus 100% pflanzlichem Wachs hergestellt, das aus in Europa angebautem Raps gewonnen wird, und bietet ein einzigartiges Dufterlebnis. Die Kombination aus Licht und Duft der Kerze mit den ätherischen Ölen von Minze und Basilikum, die für ihre energiespendende Wirkung bekannt sind, schafft eine belebende Atmosphäre. Noten von Minze und belebender Mandarine vermischen sich mit dem optimistischen Duft von Rosmarin und Eukalyptus. Anwendung: Zünden Sie Ihre Duftkerze an und atmen Sie den kräftigen, überraschenden Duft von Minze und Basilikum ein. Lassen Sie sich von den guten Energien, die dieser Duft verströmt, und dem guten Gefühl, das er mit sich bringt, mitreißen. Lassen Sie Ihr Glück leuchten und ansteckend sein!
PF0117DP200AL;Fragrance Diffuser 200ml ANISE LAVENDER;3551780008627;200 ml;25,50 €;51,00 €;6;3.0;Dieser Duftzerstäuber bietet ein einzigartiges Dufterlebnis. Der hochkonzentrierte Duft, der in der französischen Stadt Grasse, der Welthauptstadt der Parfümerie, kreiert wurde, kombiniert beruhigende ätherische Öle aus Sternanis und Lavendel für Momente der Entspannung und des Wohlbefindens. Noten von Rose und Lavendel mischen sich mit dem beruhigenden Duft von Vanille und schaffen eine Atmosphäre, die Ihnen hilft, sich zu entspannen und zu erholen.
PF0117DP200BA;Fragrance Diffuser 200ml MINT BASIL;3551780008696;200 ml;25,50 €;51,00 €;6;3.0;Dieser La Compagnie de Provence Fragrance Diffuser Mint Basil Duftdiffusor ist ein echtes Dekorationsobjekt und bietet ein einzigartiges Dufterlebnis. Der hochkonzentrierte Duft wurde von einem Parfümeur in Grasse kreiert und kombiniert die ätherischen Öle von Minze und Basilikum, die beide für ihre belebende Wirkung bekannt sind. Noten von Minze und belebender Mandarine vermischen sich mit dem optimistischen Duft von Rosmarin und Eukalyptus und schaffen eine belebende Atmosphäre. Anwendung: Stellen Sie den Diffusor in einem Raum auf, der der perfekte Ort ist, um sich neu zu entspannen. Wecken Sie Ihre Sinne, während Sie die anregenden Aromen einatmen, die die Luft erfüllen. Spielen Sie Ihre Lieblingsmusik und beschäftigen Sie sich mit etwas, das Ihre Kreativität anregt. Lassen Sie Ihr Glück erstrahlen und wirken Sie ansteckend!
